id_employee;first_name;last_name;gender;birth_date;departamento;    monthly_salary_usd    ;work_modality;country
100328;Herbie;Fairtlough;hombre;05/09/1978;Services; $ 3,144 ;1;United States
100329;Toby;Gibbieson;hombre;04/02/1994;Services; $ 3,526 ;2;United States
100330;Piotr;Moses;hombre;11/03/1996;Support; $ 4,954 ;0;United States
100331;Cesaro;Falck;hombre;03/19/1981;Services; $ 5,667 ;2;United States
100332;Marwin;Thirtle;hombre;07/03/1996;Engineering; $ 3,263 ;1;United States
100333;Sullivan;Mazillius;hombre;11/18/1984;Engineering; $ 5,606 ;0;United States
100334;Mannie;Grafton;hombre;04/05/1973;Engineering; $ 4,034 ;0;United States
100335;El;Bills;hombre;05/11/1987;Human Resources; $ 3,054 ;0;United States
100336;Geoff;Yuille;hombre;02/09/1997;Engineering; $ 5,416 ;0;United States
100337;Andris;Thornewill;hombre;01/18/1993;Services; $ 5,299 ;0;United States
100338;Witney;MacKimmie;mujer;04/15/1988;Sales; $ 4,533 ;2;United States
100339;Maria;Warsop;mujer;01/25/1989;Engineering; $ 4,069 ;1;United States
100340;Gram;Danskine;hombre;11/24/1976;Engineering; $ 6,317 ;2;United States
100341;Zak;Probbings;hombre;07/29/1973;Engineering; $ 4,663 ;1;United States
100342;Sauveur;Danilovic;hombre;08/06/1977;Engineering; $ 5,856 ;0;United States
100343;Stacy;Blackboro;mujer;06/28/1973;Engineering; $ 4,001 ;1;United States
100344;Maybelle;Thorne;mujer;05/29/1987;Support; $ 3,282 ;0;United States
100345;Jen;Pillinger;mujer;04/11/1980;Support; $ 3,005 ;0;United States
100346;Korney;MacAdam;mujer;08/17/1974;Services; $ 3,312 ;2;United States
100347;Odelinda;Carlan;mujer;02/06/1983;Engineering; $ 5,867 ;2;United States
100348;Helaine;Whitters;mujer;04/21/1974;Services; $ 4,875 ;1;United States
100349;Leontine;Colthard;hombre;08/08/1995;Engineering; $ 5,849 ;2;United States
100350;Ilario;Paskins;hombre;09/15/1997;Engineering; $ 4,766 ;2;United States
100351;Albrecht;Ellerby;hombre;12/02/1981;Services; $ 5,589 ;2;United States
100352;Jacquenette;Twelves;mujer;02/04/1980;Accounting; $ 4,011 ;2;United States
100353;Robina;Pray;mujer;07/29/1978;Engineering; $ 4,866 ;2;United States
100354;Malanie;Berardt;mujer;09/10/1981;Sales; $ 5,367 ;2;United States
100355;Kennie;Putterill;hombre;12/13/1989;Support; $ 4,931 ;2;United States
100356;Ansell;Dredge;hombre;01/22/1986;Accounting; $ 3,946 ;2;United States
100357;Elladine;Kiloh;mujer;01/06/1993;Engineering; $ 5,017 ;2;United States
100358;Esther;Jarry;mujer;11/05/1972;Support; $ 3,357 ;1;United States
100359;Nedda;Connue;mujer;03/16/1978;Services; $ 4,446 ;0;United States
100360;Yehudi;Halsall;hombre;04/02/1998;Accounting; $ 3,033 ;1;United States
100361;Lyman;Travis;hombre;11/19/1990;Engineering; $ 5,941 ;0;United States
100362;Lonni;Tolumello;mujer;06/19/1996;Services; $ 4,114 ;1;United States
100363;Corena;Morrieson;mujer;11/24/1981;Engineering; $ 5,051 ;1;United States
100364;Elke;Hannibal;mujer;03/31/1995;Support; $ 5,109 ;2;United States
100365;Silvester;Claesens;hombre;08/30/1996;Services; $ 5,207 ;0;United States
100366;Correy;Whitehead;hombre;08/21/1982;Services; $ 3,666 ;0;United States
100367;Nathaly;Gallety;mujer;07/15/1972;Engineering; $ 3,721 ;0;United States
100368;Claudius;Stockport;hombre;05/01/1988;Services; $ 5,537 ;0;United States
100369;Ruddie;McCluney;hombre;10/28/1972;Support; $ 3,424 ;0;United States
100370;Frederigo;Witcherley;mujer;07/21/1972;Services; $ 5,146 ;0;United States
100371;Maddy;Marval;mujer;05/14/1989;Engineering; $ 4,367 ;1;United States
100372;Crissie;Downing;mujer;05/27/1993;Accounting; $ 3,557 ;1;United States
100373;Rubie;Tyrie;hombre;03/27/1984;Services; $ 5,048 ;2;United States
100374;Glyn;McKane;hombre;01/02/1977;Services; $ 5,639 ;1;United States
100375;Uriah;Knolles-Green;mujer;02/22/2000;Engineering; $ 5,903 ;1;United States
100376;Teresita;Sansome;mujer;03/22/1994;Human Resources; $ 3,921 ;0;United States
100377;Shirlene;Summerlee;hombre;10/01/1993;Services; $ 5,508 ;0;United States
100378;Halette;Basilio;mujer;11/05/2000;Marketing; $ 3,259 ;2;United States
100379;Emily;Guilbert;mujer;01/13/1976;Sales; $ 4,431 ;1;United States
100380;Albrecht;Nendick;hombre;12/11/1986;Support; $ 4,788 ;1;United States
100381;Karlik;Eccott;hombre;03/11/1975;Engineering; $ 5,129 ;1;United States
100382;Ive;Brownett;hombre;11/08/1977;Support; $ 4,822 ;1;United States
100383;Giacopo;Wincott;mujer;05/06/1975;Engineering; $ 4,995 ;0;United States
100384;Roma;Humble;mujer;10/10/1975;Marketing; $ 4,227 ;2;United States
100385;Harlin;Peeter;hombre;09/29/1992;Support; $ 3,159 ;0;United States
100386;Terrill;MacLice;hombre;03/02/1974;Sales; $ 3,336 ;1;United States
100387;Bernard;Hanrott;hombre;12/07/1983;Engineering; $ 5,901 ;0;United States
100388;Katina;Bliven;mujer;07/10/1984;Sales; $ 3,995 ;2;United States
100389;Giacobo;Filimore;hombre;04/02/1984;Services; $ 3,768 ;0;United States
100390;Pepito;Chilcott;hombre;05/12/1989;Accounting; $ 3,322 ;1;United States
100391;Leopold;Streat;hombre;04/10/1999;Support; $ 3,282 ;1;United States
100392;Salvatore;Orgee;hombre;10/15/1976;Sales; $ 4,663 ;2;United States
100393;Averell;Riddeough;hombre;04/18/1991;Engineering; $ 5,407 ;0;United States
100394;Tome;Begwell;hombre;01/15/1974;Human Resources; $ 3,652 ;2;United States
100395;Shelley;Fardy;hombre;09/15/1985;Engineering; $ 5,494 ;2;United States
100396;Vernen;MacTrusty;hombre;07/14/1978;Engineering; $ 3,218 ;0;United States
100397;Elliott;Blazic;hombre;08/23/1973;Engineering; $ 5,949 ;0;United States
100398;Silvano;Silbersak;hombre;12/17/1985;Sales; $ 4,569 ;2;United States
100399;Delmar;Rogerson;mujer;01/13/1980;Engineering; $ 4,329 ;0;United States
100400;Helenna;Jeffes;mujer;09/10/1999;Engineering; $ 5,999 ;2;United States
100401;Angel;Baggaley;hombre;03/09/1981;Marketing; $ 4,987 ;2;United States
100402;Nikka;Carnock;mujer;10/22/1973;Human Resources; $ 4,045 ;2;United States
100403;Aloysius;Barrow;hombre;05/04/1986;Services; $ 5,163 ;2;United States
100404;Ellery;Segar;hombre;06/13/1971;Engineering; $ 4,976 ;1;United States
100405;Justis;Thring;hombre;01/01/1973;Sales; $ 5,205 ;2;United States
100406;Merv;Kabisch;mujer;02/09/1986;Engineering; $ 5,909 ;2;United States
100407;Walther;Cuddehay;hombre;12/15/1988;Services; $ 5,786 ;0;United States
100408;Hank;Flather;hombre;12/06/1983;Engineering; $ 3,373 ;0;United States
100409;Daryle;Badland;hombre;07/27/1987;Engineering; $ 4,439 ;1;United States
100410;Grace;Kirsche;mujer;09/06/1998;Services; $ 4,986 ;2;United States
100411;Christophe;Fransman;hombre;11/23/1987;Human Resources; $ 3,248 ;1;United States
100412;Winny;Dower;hombre;09/07/1971;Sales; $ 3,767 ;2;United States
100413;Avigdor;Beernaert;hombre;06/14/1981;Engineering; $ 3,944 ;0;United States
100414;Gram;Ellaman;hombre;03/02/1971;Engineering; $ 5,187 ;2;United States
100415;Katheleen;Dupoy;mujer;01/01/1976;Support; $ 3,282 ;1;United States
100416;Georgie;Guillem;hombre;03/13/1989;Engineering; $ 6,634 ;2;United States
100417;Reynold;Spritt;hombre;09/04/1992;Support; $ 3,357 ;2;United States
100418;Jamesy;Fetherstone;hombre;05/23/1993;Marketing; $ 3,627 ;0;United States
100419;Currie;Tunnick;hombre;05/22/1973;Engineering; $ 5,383 ;1;United States
100420;Doyle;Meekin;hombre;07/24/1977;Services; $ 3,478 ;2;United States
100421;Lucius;Fearick;hombre;04/08/1983;Services; $ 5,885 ;2;United States
100422;Merry;Duker;hombre;01/06/1972;Engineering; $ 5,754 ;0;United States
100423;Elizabeth;Bowmen;mujer;12/26/1999;Human Resources; $ 3,636 ;0;United States
100424;Anatol;Thunderman;hombre;08/25/1982;Accounting; $ 4,644 ;0;United States
100425;Tim;Eckersley;hombre;01/11/1988;Engineering; $ 4,651 ;0;United States
100426;Rowland;Polson;hombre;07/06/1979;Services; $ 4,854 ;1;United States
100427;Isabelle;Gayter;mujer;04/14/1999;Engineering; $ 5,982 ;1;United States
100428;Wyn;Duligal;hombre;05/02/2000;Support; $ 4,134 ;1;United States
100429;Katherine;Speachley;mujer;06/21/1974;Accounting; $ 3,081 ;0;United States
100430;Denny;Padson;hombre;10/02/1972;Services; $ 5,019 ;0;United States
100431;Darryl;Szimon;hombre;03/23/1989;Accounting; $ 4,614 ;2;United States
100432;Juana;Karchewski;mujer;01/13/1996;Marketing; $ 3,832 ;1;United States
100433;Troy;Emma;hombre;09/18/1972;Sales; $ 5,454 ;1;United States
100434;Gabriella;Ducaen;mujer;12/11/1979;Services; $ 5,527 ;2;United States
100435;Rowney;Handy;hombre;06/24/1985;Engineering; $ 5,542 ;2;United States
100436;Oberon;Renshall;hombre;06/22/1987;Support; $ 3,172 ;1;United States
100437;Gregory;Broek;hombre;09/17/1987;Marketing; $ 3,739 ;2;United States
100438;Keene;Perrelle;hombre;05/25/1983;Engineering; $ 4,655 ;2;United States
100439;Dwight;Ilett;hombre;03/28/1977;Engineering; $ 5,495 ;1;United States
100440;Ruperto;Clague;hombre;05/20/1982;Services; $ 3,854 ;2;United States
100441;Chen;Duhig;hombre;08/06/1974;Accounting; $ 4,302 ;1;United States
100442;Andreina;Lambertini;mujer;02/26/1976;Services; $ 3,869 ;2;United States
100443;Lyndsay;Yirrell;mujer;07/09/1989;Marketing; $ 3,835 ;1;United States
100444;Catie;Espine;mujer;05/31/1987;Sales; $ 4,241 ;2;United States
100445;Fred;Menichillo;hombre;05/24/1982;Marketing; $ 4,744 ;2;United States
100446;Natalie;Craddy;mujer;10/02/1981;Sales; $ 4,986 ;2;United States
100447;Levi;Gainforth;hombre;11/20/1985;Engineering; $ 5,988 ;1;United States
100448;Stephanie;Biddles;mujer;03/29/1988;Accounting; $ 5,349 ;0;United States
100449;Parsifal;Kenway;hombre;12/05/1978;Support; $ 5,799 ;1;United States
100450;Brad;Dorning;hombre;06/29/1995;Sales; $ 3,514 ;2;United States
100451;Jessica;Seddon;mujer;11/02/1997;Sales; $ 5,422 ;2;United States
100452;Barris;Corbally;hombre;11/15/2000;Accounting; $ 3,864 ;1;United States
100453;Roderigo;Killough;hombre;08/09/1984;Services; $ 5,283 ;1;United States
100454;Arri;Westcar;hombre;06/13/1979;Support; $ 5,967 ;1;United States
100455;Sid;Buxam;hombre;08/12/1980;Engineering; $ 3,118 ;1;United States
100456;Harmon;Briars;hombre;08/30/1981;Marketing; $ 4,571 ;0;United States
100457;Grenville;Weaver;hombre;01/20/1996;Engineering; $ 4,148 ;0;United States
100458;Stella;Davisson;mujer;12/28/1997;Engineering; $ 4,666 ;1;United States
100459;Eb;Walisiak;hombre;06/10/1997;Engineering; $ 5,395 ;2;United States
100460;Roberta;Rubinsky;mujer;08/30/1998;Sales; $ 3,107 ;0;United States
100461;Thom;Casterot;hombre;02/01/1992;Engineering; $ 6,496 ;2;United States
100462;Jeffy;Chipp;hombre;08/05/1979;Engineering; $ 5,777 ;1;United States
100463;Andre;Grisewood;hombre;11/17/1975;Support; $ 5,945 ;2;United States
100464;Wash;Desmond;hombre;06/20/1972;Sales; $ 4,084 ;0;United States
100465;Blythe;Serfati;mujer;01/12/1976;Engineering; $ 5,158 ;2;United States
100466;Steve;Goodie;hombre;08/29/1981;Services; $ 4,502 ;1;United States
100467;Terrell;Havick;hombre;11/02/1994;Support; $ 4,833 ;1;United States
100468;Shalom;Guillond;hombre;07/20/1977;Engineering; $ 4,867 ;1;United States
100469;Robina;Brazener;mujer;08/28/1972;Engineering; $ 4,186 ;2;United States
100470;Allyn;Thornewill;hombre;08/11/1980;Engineering; $ 3,344 ;1;United States
100471;Betty;Impson;mujer;09/12/1991;Services; $ 4,374 ;1;United States
100472;Quincy;Meneur;hombre;02/28/1971;Services; $ 5,455 ;1;United States
100473;Natividad;Files;mujer;02/14/1984;Engineering; $ 5,026 ;2;United States
100474;Karyl;McCloud;mujer;07/02/1973;Sales; $ 4,008 ;2;United States
100475;Myron;MacAulay;hombre;06/29/1999;Support; $ 3,031 ;2;United States
100476;Drud;Byer;hombre;06/10/1993;Engineering; $ 5,797 ;2;United States
100477;Natividad;Estevez;mujer;12/12/1976;Support; $ 4,115 ;2;United States
100478;Cinthya;Swalwell;mujer;09/09/1989;Human Resources; $ 4,087 ;1;United States
100479;Nasly;Dowzell;mujer;01/09/1979;Engineering; $ 4,227 ;1;United States
100480;Zerk;Dybald;hombre;12/21/1993;Marketing; $ 3,519 ;2;United States
100481;Maria;Clampe;mujer;01/14/1982;Support; $ 3,478 ;1;United States
100482;Gibb;Seif;hombre;11/20/1998;Support; $ 3,154 ;2;United States
100483;Hazel;Thebeaud;hombre;08/19/1992;Services; $ 5,873 ;2;United States
100484;Andrey;Andover;mujer;11/03/1996;Support; $ 3,629 ;2;United States
100485;Jennilee;Ash;mujer;07/24/1996;Support; $ 3,874 ;1;United States
100486;Koren;Sandys;mujer;07/21/1984;Sales; $ 3,887 ;2;United States
100487;Bell;Worthington;hombre;01/05/1973;Engineering; $ 3,343 ;2;United States
100488;Maxim;Todd;hombre;04/16/1995;Sales; $ 4,334 ;1;United States
100489;Ramsey;Iddiens;hombre;05/20/1974;Engineering; $ 5,988 ;0;United States
100490;Sophia;Housaman;mujer;12/04/1995;Sales; $ 4,129 ;1;United States
100491;Karol;Philippsohn;mujer;04/27/1986;Engineering; $ 5,723 ;0;United States
100492;Shakky;Jealous;mujer;05/18/1971;Engineering; $ 5,879 ;1;United States
100493;Brittni;Brundell;mujer;10/30/1980;Marketing; $ 4,617 ;1;United States
100494;Lorie;Doorly;mujer;02/22/1990;Sales; $ 3,215 ;0;United States
100495;Jarrad;Rosebotham;hombre;06/04/1978;Services; $ 4,051 ;0;United States
100496;Hershel;Martinolli;hombre;06/12/1994;Services; $ 4,287 ;1;United States
100497;Natty;Malatalant;hombre;10/07/2000;Marketing; $ 3,274 ;0;United States
100498;Gaultiero;Bresman;hombre;09/30/1996;Sales; $ 4,326 ;0;United States
100499;Hastie;Gebhardt;hombre;10/16/1990;Engineering; $ 3,318 ;1;United States
100500;Martie;Deveril;mujer;10/31/1991;Marketing; $ 4,897 ;2;United States
100501;Myrah;Gregori;mujer;03/26/1971;Sales; $ 4,259 ;1;United States
100502;Marylynne;Ramsier;mujer;06/03/1982;Engineering; $ 5,228 ;0;United States
100503;Gertrudis;Radish;mujer;04/22/1975;Human Resources; $ 3,398 ;0;United States
100504;Ulick;Arro;hombre;06/23/1995;Accounting; $ 4,816 ;1;United States
100505;Lorenzo;Berkowitz;hombre;05/04/1977;Support; $ 3,972 ;2;United States
100506;Juana;McClifferty;mujer;01/02/1991;Services; $ 5,738 ;0;United States
100507;Wallis;Kernan;hombre;03/12/1979;Sales; $ 5,451 ;0;United States
100508;Fairleigh;Guiett;hombre;02/27/1981;Support; $ 3,176 ;1;United States
100509;Adele;Agastina;mujer;12/09/1990;Engineering; $ 6,957 ;1;United States
100510;Pauly;Simmonds;hombre;12/29/1985;Engineering; $ 4,423 ;2;United States
100511;Percy;Bodycote;hombre;03/30/1979;Support; $ 5,038 ;2;United States
100512;Anders;Domoni;hombre;12/11/1984;Engineering; $ 4,455 ;1;United States
100513;Maximilianus;MacAirt;hombre;08/02/1996;Engineering; $ 5,933 ;2;United States
100514;Itch;Goodfield;hombre;05/28/1986;Support; $ 3,266 ;0;United States
100515;Gaile;Geane;hombre;08/20/1988;Support; $ 4,938 ;0;United States
100516;Cleavland;Bodman;hombre;03/29/1988;Engineering; $ 5,261 ;1;United States
100517;Nealy;Killen;hombre;05/06/1992;Accounting; $ 4,643 ;1;United States
100518;Saxe;Ponte;hombre;03/04/1986;Support; $ 3,366 ;0;United States
100519;Shea;Sutterby;hombre;11/16/1977;Services; $ 5,411 ;2;United States
100520;Donaugh;Warr;hombre;03/06/1976;Engineering; $ 5,112 ;2;United States
100521;Bryon;Dressel;hombre;02/03/1985;Services; $ 3,402 ;1;United States
100522;Martha;Dupree;mujer;03/17/1973;Services; $ 5,591 ;2;United States
100523;Emmott;Scullard;hombre;05/03/1972;Sales; $ 5,152 ;1;United States
100524;Rudie;Gruszczak;hombre;10/27/1985;Human Resources; $ 3,527 ;2;United States
100525;Papageno;Pietrzyk;hombre;05/10/1977;Services; $ 5,746 ;2;United States
100526;Lenci;Begin;hombre;01/13/1986;Engineering; $ 3,613 ;0;United States
100527;Madison;Gilli;hombre;05/15/1990;Services; $ 5,701 ;1;United States
100528;Alexandros;Keri;hombre;04/18/1982;Engineering; $ 5,826 ;1;United States
100529;Gustav;Byles;hombre;02/28/1993;Human Resources; $ 3,391 ;2;United States
100530;Alvie;Lytlle;hombre;09/18/1983;Services; $ 5,796 ;0;United States
100531;Isabella;Havesides;mujer;09/05/1985;Sales; $ 4,029 ;0;United States
100532;Federicca;Binney;mujer;11/10/1976;Engineering; $ 3,361 ;1;United States
100533;Vic;Bedding;hombre;02/29/1996;Engineering; $ 5,727 ;1;United States
100534;Damien;Frantsev;hombre;05/26/1979;Services; $ 5,601 ;2;United States
100535;Hayden;Pinckstone;mujer;10/14/1972;Services; $ 5,747 ;1;United States
100536;Gonzales;Shillom;hombre;09/02/1983;Sales; $ 3,197 ;0;United States
100537;Giffer;Kayes;hombre;11/07/1998;Services; $ 4,328 ;0;United States
100538;Artie;Wenden;hombre;02/27/1992;Services; $ 5,827 ;1;United States
100539;Noreen;Emtage;mujer;10/04/1977;Support; $ 3,652 ;0;United States
100540;Clark;Kingdon;hombre;07/29/1976;Engineering; $ 5,437 ;2;United States
100541;Town;Laneham;hombre;03/04/2000;Engineering; $ 4,502 ;0;United States
100542;Jerrold;Inseal;hombre;07/17/1985;Engineering; $ 4,659 ;2;United States
100543;Nefen;Tregaskis;hombre;08/15/1986;Engineering; $ 4,696 ;0;United States
100544;Lamar;Addams;hombre;05/18/1997;Engineering; $ 5,438 ;0;United States
100545;Meggy;Gillon;mujer;08/05/1990;Accounting; $ 4,978 ;0;United States
100546;Elladine;Battersby;mujer;09/12/1997;Engineering; $ 4,734 ;1;United States
100547;Ashli;Faughey;mujer;06/12/1986;Services; $ 4,064 ;1;United States
100548;Brit;Bagby;hombre;10/16/1989;Accounting; $ 4,375 ;2;United States
100549;Mathian;Lethbrig;hombre;05/13/1982;Services; $ 4,976 ;1;United States
100550;Michale;Munns;hombre;09/10/1979;Sales; $ 5,425 ;0;United States
100551;Smitty;Clibbery;mujer;06/12/1981;Engineering; $ 5,718 ;2;United States
100552;Cassius;Botham;hombre;06/29/1986;Accounting; $ 4,259 ;1;United States
100553;Meggie;Stockport;mujer;03/05/1995;Engineering; $ 3,382 ;1;United States
100554;Elsbeth;Masse;mujer;02/02/1978;Sales; $ 4,254 ;2;United States
100555;Salim;Bonnor;hombre;02/18/1993;Services; $ 5,834 ;0;United States
100556;Peadar;Collier;hombre;08/12/1972;Services; $ 3,383 ;0;United States
100557;Tiena;McGuiness;mujer;04/23/2000;Services; $ 3,041 ;1;United States
100558;Ardra;Leal;mujer;02/01/1971;Engineering; $ 5,408 ;2;United States
100559;Myrah;Spinke;mujer;03/17/1972;Services; $ 3,708 ;1;United States
100560;Artie;Newsham;hombre;12/07/1991;Services; $ 3,978 ;0;United States
100561;Gan;Munt;hombre;01/01/1985;Sales; $ 4,258 ;0;United States
100562;Katty;Janik;mujer;08/27/1999;Engineering; $ 4,712 ;2;United States
100563;Rourke;Melbourn;hombre;07/26/1974;Accounting; $ 4,418 ;2;United States
100564;Lindha;Meale;mujer;03/10/1987;Engineering; $ 5,383 ;0;United States
100565;Westley;Chamberlayne;hombre;09/26/1999;Services; $ 3,192 ;1;United States
100566;Cristin;Panda;mujer;08/17/1982;Support; $ 5,339 ;0;United States
100567;Mord;Castanho;hombre;10/09/1982;Engineering; $ 5,437 ;2;United States
100568;Frederich;Esp;hombre;09/12/1985;Engineering; $ 4,571 ;1;United States
100569;Cinthya;Carlens;mujer;05/20/1989;Accounting; $ 4,081 ;2;United States
100570;Philip;Piche;hombre;02/25/1999;Engineering; $ 4,835 ;1;United States
100571;Marie;Mickelwright;mujer;02/27/1990;Engineering; $ 5,665 ;2;United States
100572;Andreas;Bourhill;hombre;08/15/1974;Accounting; $ 3,976 ;1;United States
100573;Dillie;Allaway;hombre;09/26/1984;Engineering; $ 3,419 ;1;United States
100574;Skipp;O'Caherny;hombre;05/10/1987;Support; $ 4,258 ;1;United States
100575;Emmett;Havers;hombre;04/09/1982;Marketing; $ 4,011 ;0;United States
100576;Bastien;Stillgoe;hombre;12/20/1970;Services; $ 3,408 ;2;United States
100577;Menard;Worthington;hombre;03/08/1989;Engineering; $ 5,524 ;1;United States
100578;Rupert;Goodsal;hombre;08/24/1972;Support; $ 3,035 ;2;United States
100579;Nils;Gorgler;hombre;01/18/1986;Engineering; $ 4,254 ;0;United States
100580;Baillie;Steinson;hombre;07/23/1975;Services; $ 4,511 ;2;United States
100581;Karney;MacNab;hombre;11/06/1973;Marketing; $ 4,237 ;0;United States
100582;Levin;Klesl;hombre;05/24/1975;Engineering; $ 4,462 ;0;United States
100583;Kyle;Tarply;hombre;10/12/1973;Engineering; $ 6,356 ;2;United States
100584;Bastian;Pierrepoint;hombre;12/09/1975;Support; $ 5,464 ;1;United States
100585;Gabriele;Bello;hombre;11/18/1996;Accounting; $ 3,011 ;1;United States
100586;Vinny;Ellershaw;hombre;07/07/1985;Accounting; $ 4,482 ;1;United States
100587;Akim;Bachellier;hombre;06/19/1979;Accounting; $ 3,606 ;2;United States
100588;Gus;Dymott;hombre;10/27/1983;Engineering; $ 5,258 ;2;United States
100589;Kathyuska;Hugenin;mujer;02/18/1974;Sales; $ 4,072 ;1;United States
100590;Gray;Windrus;hombre;11/01/1976;Services; $ 4,672 ;0;United States
100591;Filbert;Nicholl;hombre;05/07/1992;Accounting; $ 5,403 ;1;United States
100592;Miryam;Kilcoyne;mujer;12/26/1987;Support; $ 4,858 ;2;United States
100593;Andrea;Overall;mujer;02/24/1972;Sales; $ 3,522 ;2;United States
100594;Eugenio;Brasse;hombre;09/07/1978;Accounting; $ 3,582 ;0;United States
100595;Winifield;Bernhart;hombre;07/06/1994;Support; $ 3,179 ;0;United States
100596;Pacorro;Rendell;hombre;01/25/1983;Services; $ 4,539 ;1;United States
100597;Tyson;Prestedge;hombre;10/20/1986;Support; $ 3,859 ;2;United States
100598;Sterling;Mellows;hombre;01/08/1988;Engineering; $ 4,688 ;2;United States
100599;Gardner;Chivrall;hombre;08/27/1991;Sales; $ 4,859 ;2;United States
100600;Sylas;Vasey;hombre;09/27/1993;Support; $ 3,189 ;1;United States
100601;Ricard;Peirpoint;hombre;07/01/1994;Support; $ 4,915 ;0;United States
100602;Khalil;Gallemore;hombre;04/18/1994;Engineering; $ 5,433 ;1;United States
100603;Sloane;Sidnell;hombre;01/30/1998;Accounting; $ 5,696 ;1;United States
100604;Torr;Iaduccelli;hombre;03/02/1999;Support; $ 3,002 ;0;United States
100605;Martainn;Brackstone;hombre;12/28/1989;Engineering; $ 4,639 ;1;United States
100606;Freddy;Danielut;hombre;08/06/1986;Engineering; $ 5,755 ;1;United States
100607;Warde;Sudron;hombre;11/15/1995;Engineering; $ 5,435 ;2;United States
100608;Woodie;Markussen;hombre;01/19/1985;Sales; $ 4,857 ;2;United States
100609;Carolus;Sichardt;hombre;10/10/1993;Sales; $ 4,327 ;2;United States
100610;Kamila;Leyninye;mujer;01/16/1999;Support; $ 3,553 ;1;United States
100611;Dom;Sholem;hombre;06/04/1993;Human Resources; $ 3,539 ;1;United States
100612;Shannon;Dict;mujer;02/03/1994;Services; $ 5,872 ;2;United States
100613;Karol;Civitillo;mujer;06/22/1996;Engineering; $ 4,899 ;2;United States
100614;Pincus;Blackaby;hombre;02/04/1998;Engineering; $ 4,967 ;0;United States
100615;Kleon;Bridgement;mujer;01/29/1976;Engineering; $ 3,722 ;0;United States
100616;Georas;Baldini;hombre;11/23/1990;Services; $ 3,837 ;1;United States
100617;Tam;Golley;hombre;11/18/1996;Sales; $ 3,284 ;1;United States
100618;Phaedra;Burchatt;mujer;03/03/1998;Engineering; $ 5,679 ;2;United States
100619;Sarette;Heasley;mujer;05/27/1976;Support; $ 3,638 ;0;United States
100620;Aggy;Nanson;mujer;02/19/1979;Engineering; $ 5,935 ;2;United States
100621;Hammad;Reuben;hombre;06/13/1987;Engineering; $ 5,065 ;0;United States
100622;Neila;Eastmead;mujer;07/04/1984;Human Resources; $ 3,492 ;0;United States
100623;Brynna;Stranger;mujer;06/19/1980;Support; $ 5,385 ;1;United States
100624;Garner;Joselson;hombre;09/26/1971;Engineering; $ 5,134 ;1;United States
100625;Keene;Orsi;hombre;04/29/1974;Services; $ 4,635 ;2;United States
100626;Karlha;Twyford;mujer;03/30/1997;Services; $ 4,525 ;0;United States
100627;Neddie;Laskey;hombre;02/08/1999;Services; $ 4,293 ;1;United States
100628;Dollie;Decreuze;mujer;06/27/1990;Sales; $ 4,842 ;1;United States
100629;Amber;Crewes;mujer;01/06/1979;Sales; $ 4,586 ;0;United States
100630;Jeffrey;Burl;hombre;03/21/1989;Services; $ 5,166 ;0;United States
100631;Philbert;Wrathmell;hombre;06/22/1989;Sales; $ 3,622 ;0;United States
100632;Kermit;McCaffery;hombre;07/19/1996;Accounting; $ 3,206 ;2;United States
100633;Daniela;Vergine;mujer;01/10/1999;Marketing; $ 4,532 ;0;United States
100634;Jae;Neesam;hombre;11/01/1999;Engineering; $ 5,532 ;2;United States
100635;Thomas;Rannald;hombre;12/08/1987;Support; $ 5,939 ;1;United States
100636;Brose;Blaydes;hombre;05/17/1985;Services; $ 5,272 ;1;United States
100637;Poul;Bentame;hombre;04/29/1988;Accounting; $ 3,725 ;0;United States
100638;Bertie;Milne;hombre;11/15/1990;Engineering; $ 4,218 ;0;United States
100639;Job;MacIver;hombre;11/15/1985;Services; $ 5,809 ;0;United States
100640;Isabelle;Spadari;mujer;08/03/1989;Support; $ 5,158 ;1;United States
100641;Fairlie;Radoux;hombre;04/07/1988;Services; $ 4,212 ;1;United States
100642;Elizabeth;Hargerie;mujer;07/13/1979;Engineering; $ 6,804 ;1;United States
100643;Matthiew;Hirschmann;hombre;04/11/1990;Support; $ 4,849 ;2;United States
100644;Lizeth;Dowdeswell;mujer;10/11/1990;Engineering; $ 5,401 ;1;United States
100645;Marthina;Dargue;mujer;06/11/1971;Human Resources; $ 4,194 ;1;United States
100646;Miryam;Lindmark;mujer;04/21/1995;Support; $ 4,012 ;1;United States
100647;Roberta;Gane;mujer;05/05/1985;Engineering; $ 5,693 ;2;United States
100648;Kendre;Tytcomb;mujer;06/06/1971;Engineering; $ 5,672 ;1;United States
100649;Briana;Scullion;mujer;06/29/1976;Marketing; $ 3,459 ;0;United States
100650;Forester;Awcock;hombre;07/05/1978;Engineering; $ 3,956 ;2;United States
100651;Royce;Humby;hombre;08/19/1982;Human Resources; $ 3,362 ;1;United States
100652;Cass;Hartfield;hombre;05/02/1988;Engineering; $ 4,953 ;1;United States
100653;Brandyn;Gilhool;hombre;08/17/1974;Engineering; $ 4,779 ;2;United States
100654;Win;Bidewel;hombre;08/03/1990;Marketing; $ 3,284 ;2;United States
100655;Yorke;Leyre;hombre;11/10/1994;Accounting; $ 3,272 ;1;United States
100656;Auroora;Acott;mujer;12/07/2000;Engineering; $ 5,589 ;2;United States
